STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,trans1g,Transitions from previous generation,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,RO,Romania,2019,,26.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,RO,Romania,2023,,25.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,RS,Serbia,2019,,34.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,RS,Serbia,2023,,25.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,SE,Sweden,2019,,27.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,SE,Sweden,2023,,19.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,SI,Slovenia,2019,,31.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,SI,Slovenia,2023,,26.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,SK,Slovakia,2019,,59.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,SK,Slovakia,2023,,55.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,TR,Türkiye,2023,,83.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,AL,Albania,2019,,67.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,AL,Albania,2023,,60.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,AT,Austria,2019,,29.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,AT,Austria,2023,,29.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,BE,Belgium,2019,,54.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,BE,Belgium,2023,,44.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,BG,Bulgaria,2019,,28.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,BG,Bulgaria,2023,,22.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,CH,Switzerland,2019,,22.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,CH,Switzerland,2023,,22.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,CY,Cyprus,2019,,55.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,CY,Cyprus,2023,,57.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,CZ,Czechia,2019,,55.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,CZ,Czechia,2023,,50.4,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,DE,Germany,2019,,12.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,DK,Denmark,2019,,27.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,DK,Denmark,2023,,27.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,,51.5,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EA18,Euro area - 18 countries (2014),2019,,51.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EA19,Euro area - 19 countries  (2015-2022),2019,,51.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EA20,Euro area – 20 countries (from 2023),2019,,48.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EA20,Euro area – 20 countries (from 2023),2023,,55.6,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EE,Estonia,2019,,21.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EE,Estonia,2023,,11.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EL,Greece,2019,,66.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EL,Greece,2023,,59.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,ES,Spain,2019,,72.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,ES,Spain,2023,,67.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,46.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EU27_2007,European Union - 27 countries (2007-2013),2019,,46.0,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,44.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,46.9,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,FI,Finland,2019,,25.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,FI,Finland,2023,,31.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,FR,France,2019,,77.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,FR,France,2023,,46.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,HR,Croatia,2019,,47.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,HR,Croatia,2023,,38.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,HU,Hungary,2019,,40.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,HU,Hungary,2023,,27.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,IE,Ireland,2019,,43.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,IE,Ireland,2023,,35.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,IS,Iceland,2019,,30.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,IT,Italy,2019,,65.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,IT,Italy,2023,,64.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,LT,Lithuania,2019,,38.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,LT,Lithuania,2023,,27.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,LU,Luxembourg,2019,,57.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,LU,Luxembourg,2023,,49.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,LV,Latvia,2019,,24.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,LV,Latvia,2023,,18.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,ME,Montenegro,2019,,34.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,MK,North Macedonia,2019,,50.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,MK,North Macedonia,2023,,97.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,MT,Malta,2019,,22.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,MT,Malta,2023,,44.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,NL,Netherlands,2019,,56.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,NL,Netherlands,2023,,47.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,NO,Norway,2019,,20.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,NO,Norway,2023,,20.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,PL,Poland,2019,,31.5,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,PL,Poland,2023,,24.8,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,PT,Portugal,2019,,82.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,PT,Portugal,2023,,64.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,RO,Romania,2019,,26.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,RO,Romania,2023,,25.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,RS,Serbia,2019,,35.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,RS,Serbia,2023,,26.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,SE,Sweden,2019,,28.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED0-2,"From pre-primary, primary and lower secondary education (levels 0-2) of the parents",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,SE,Sweden,2023,,20.4,,,,,
