STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Fréquence d'observation,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,SECTOR,Secteur institutionnel,EDITION,Édition,SCALE,Échelle,CATEGORY,Catégorie,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,PRICE_BASE,Type de prix,BASE_PER,Période de base
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,NZL,Nouvelle-Zélande,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,76.27,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,NOR,Norvège,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,96.83,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,NOR,Norvège,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,97.52,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,POL,Pologne,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,80.49,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,POL,Pologne,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,91.7,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,PRT,Portugal,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,86.34,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,PRT,Portugal,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,98.98,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,SVK,République slovaque,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,66.58,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,SVK,République slovaque,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,78.57,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,SVN,Slovénie,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,93.12,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,SVN,Slovénie,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,89.69,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,ESP,Espagne,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,96.97,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,ESP,Espagne,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,95.38,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,SWE,Suède,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,94.18,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,SWE,Suède,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,95.21,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CHE,Suisse,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,48.77,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CHE,Suisse,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,2.17,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,TUR,Türkiye,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,32.9,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,TUR,Türkiye,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,11.3,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,GBR,Royaume-Uni,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,100,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,GBR,Royaume-Uni,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,100,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,USA,États-Unis,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,37.52,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,USA,États-Unis,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,62.93,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,OECD_REP,Pays moyen de l'OCDE,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,89.08,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,OECD_REP,Pays moyen de l'OCDE,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,74.56,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,BRA,Brésil,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,57.15,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,BRA,Brésil,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,74.74,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,BGR,Bulgarie,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,84.98,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,BGR,Bulgarie,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,78.57,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,HRV,Croatie,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,71.68,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,HRV,Croatie,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,79.09,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,PER,Pérou,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,98.93,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,PER,Pérou,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,81.09,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,ROU,Roumanie,AE_ENR_4,Taux de scolarisation des enfants de 4 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,77,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,ROU,Roumanie,AE_ENR_3,Taux de scolarisation des enfants de 3 ans dans une structure d’éducation de la petite enfance et dans l’enseignement préprimaire,PT_ST,Pourcentage de dépenses chez le même prestataire,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,65.93,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,AUS,Australie,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,83.2,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,AUS,Australie,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,6891.61,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,AUT,Autriche,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,7622.54,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,AUT,Autriche,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,81.4,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,BEL,Belgique,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,81.8,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,BEL,Belgique,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,6994.18,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CAN,Canada,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,6845.07,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CAN,Canada,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,81.6,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CHL,Chili,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,3185.88,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CHL,Chili,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,81.2,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,COL,Colombie,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,76.9,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,COL,Colombie,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,1629.73,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CRI,Costa Rica,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,1769.02,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CRI,Costa Rica,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,80.9,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CZE,Tchéquie,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,79,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,CZE,Tchéquie,THE_POP,Total des dépenses courantes de santé par habitant,USD_PPP_PS,"Dollars des É-U par personne, PPA convertis",_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,4633.19,,A,Normal value,0,Units,_Z,N'est pas applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_SPS_2025(1.0),"Satisfaction à l’égard des services publics - Indicateurs du Panorama des administrations publiques, Édition 2025",I,A,Annuelle,DNK,Danemark,LEB_Y,Espérance de vie à la naissance,Y,Années,_Z,Non applicable,2025,2025,_Z,Non applicable,SPS,Satisfaction à l’égard des services publics,2022,,81.3,,A,Normal value,0,Units,_Z,N'est pas applicable,,
